Municipio	cpos
BAÑOS DE SAN JUAN	07638
CALA PI	07639
SES SALINES/LES SALINES	07640
SANTANYI	07650
CALA FIGUERA (MALLORCA)	07659
CALA D'OR	07660
CALA ESMERALDA	07669
CALA ALGA	07670
PORTOCRISTO/PORT DE MANACOR	07680
AUTO SAFARI	07687
CALA ANTENA	07688
CA'N GUSTI	07689
CALA LLOMBARDS	07690
BARCA TRENCADA	07691
Maó	07700
Maó	07701
Maó	07702
Maó	07703
BINIFADET	07710
BINIALI (SAN LUIS)	07711
BINICALAF	07712
ALCAUFAR	07713
Maó	07714
BINIATAP NOU	07720
ALAIOR	07730
COVAS NOVAS (MERCADAL)	07740
FORNELLS	07748
ES MIGJORN GRAN/EL MIGJORN GRAN	07749
CALA GALDANA	07750
CIUTADELLA DE MENORCA	07760
CALA'N BOSCH	07769
BLANCA DONA (EIVISSA)	07800
SANT JOAN DE LABRITJA	07810
CALA DE SAN VICENTE IBIZA	07811
SANT LLORENÇ DE BALAFIA	07812
SANTA GERTRUDIS DE FRUITERA	07814
CA'N CLAVO	07815
SANT MATEU D'ALBARCA	07816
AEROPORT D'EIVISSA	07817
CALETA, LA	07818
BARRIO CREUS DES MAGRES (EIVISSA)	07819
CALA GRACIO	07820
SANTA AGNES DE CORONA	07828
CALA BASSA	07829
CALA VEDELLA	07830
BENIMUSAS	07839
SANTA EULARIA DES RIU	07840
CA'N FRIGOLAS	07849
CALA LENYA, PLATJA	07850
CAP DE BARBARIA	07860
SAVINA, LA	07870
MITJORN, PLATJA	07871
ES CALO	07872
Barcelona	08001
Barcelona	08002
Barcelona	08003
Barcelona	08004
Barcelona	08005
Barcelona	08006
Barcelona	08007
Barcelona	08008
Barcelona	08009
Barcelona	08010
Barcelona	08011
Barcelona	08012
Barcelona	08013
Barcelona	08014
Barcelona	08015
Barcelona	08016
Barcelona	08017
Barcelona	08018
Barcelona	08019
Barcelona	08020
Barcelona	08021
Barcelona	08022
Barcelona	08023
Barcelona	08024
Barcelona	08025
Barcelona	08026
Barcelona	08027
Barcelona	08028
Barcelona	08029
Barcelona	08030
Barcelona	08031
Barcelona	08032
Barcelona	08033
Barcelona	08034
Barcelona	08035
Barcelona	08036
Barcelona	08037
Barcelona	08038
Barcelona	08039
Barcelona	08040
Barcelona	08041
Barcelona	08042
Barcelona	08070
Barcelona	08071
Barcelona	08080
MOLLET DEL VALLES	08100
GALLECS	08104
CONRERIA, LA	08105
SANTA MARIA DE MARTORELLES	08106
MARTORELLES	08107
MONTCADA I REIXAC	08110
LLAGOSTA, LA	08120
FLORIDA, LA	08130
CALDES DE MONTBUI	08140
GALLIFA	08146
ESTANY, L'	08148
EIXAMPLE, L'	08150
MONTMELO	08160
MONTORNES DEL VALLES	08170
Sant Cugat del Vallés	08171
Sant Cugat del Vallés	08172
Sant Cugat del Vallés	08173
Sant Cugat del Vallés	08174
COLLSUSPINA	08178
MOIA	08180
SENTMENAT	08181
SANT FELIU DE CODINES	08182
CASTELLCIR	08183
PALAU-SOLITA I PLEGAMANS	08184
LLIÇA DE VALL	08185
LLIÇA D'AMUNT	08186
BONAIRE, EL	08187
VALLROMANES	08188
SANT QUIRZE SAFAJA	08189
Sant Cugat del Vallés	08190
RUBI	08191
SANT QUIRZE DEL VALLES	08192
BELLATERRA	08193
FONTS, LES (SANT QUIRZE DEL VALLES)	08194
Sant Cugat del Vallés	08195
Sant Cugat del Vallés	08196
Sant Cugat del Vallés	08197
Sant Cugat del Vallés	08198
MONTSERRAT (MONESTIR)	08199
Sabadell	08200
Sabadell	08201
Sabadell	08202
Sabadell	08203
Sabadell	08204
Sabadell	08205
Sabadell	08206
Sabadell	08207
Sabadell	08208
BARBERA DEL VALLES	08210
CAN CARNER, RESIDENCIAL	08211
SANT LLORENÇ SAVALL	08212
POLINYA	08213
BADIA DEL VALLES	08214
Terrassa	08220
Terrassa	08221
Terrassa	08222
Terrassa	08223
Terrassa	08224
Terrassa	08225
Terrassa	08226
Terrassa	08227
Terrassa	08228
MATADEPERA	08230
ULLASTRELL	08231
VILADECAVALLS	08232
VACARISSES	08233
Manresa	08240
Manresa	08241
Manresa	08242
Manresa	08243
Manresa	08248
SANT JOAN DE VILATORRADA	08250
CASTELLNOU DE BAGES	08251
SANT SALVADOR DE GUARDIOLA	08253
PONT DE VILUMARA I ROCAFORT, EL	08254
CASTELLFOLLIT DEL BOIX	08255
AGUILAR DE SEGARRA	08256
CAMPS	08259
SURIA	08260
CARDONA	08261
CALLUS	08262
CASTELLTALLAT	08263
COLONIA VALLS, LA	08269
NAVARCLES	08270
ARTES	08271
PONT DE CABRIANES, EL	08272
SANTA MARIA D'OLO	08273
SANT FELIU SASSERRA	08274
CALDERS	08275
MURA	08278
AVINYO	08279
CALAF	08280
CALONGE DE SEGARRA	08281
PUJALT	08282
CERDANYOLA DEL VALLES	08290
RIPOLLET	08291
COLONIA SEDO, LA	08292
COLLBATO	08293
BRUC, EL	08294
SANT VICENÇ DE CASTELLET	08295
CAN SERRA I PEDRO	08296
CASTELLGALI	08297
MARGANELL	08298
RELLINARS	08299
Mataro	08300
Mataro	08301
Mataro	08302
Mataro	08303
Mataro	08304
ARGENTONA	08310
ORRIUS	08317
CANYAMARS	08318
DOSRIUS	08319
MASNOU, EL	08320
ALELLA	08328
TEIA	08329
PREMIA DE MAR	08330
PREMIA DE DALT	08338
VILASSAR DE DALT	08339
VILASSAR DE MAR	08340
CABRILS	08348
CABRERA DE MAR	08349
ARENYS DE MAR	08350
ARENYS DE MUNT	08358
SANT ISCLE DE VALLALTA	08359
CANET DE MAR	08360
CALELLA	08370
MALGRAT DE MAR	08380
PALAFOLLS	08389
MONTGAT	08390
TIANA	08391
SANT ANDREU DE LLAVANERES	08392
CALDES D'ESTRAC	08393
SANT VICENÇ DE MONTALT	08394
SANT POL DE MAR	08395
SANT CEBRIA DE VALLALTA	08396
PINEDA DE MAR	08397
SANTA SUSANNA	08398
Granollers	08400
Granollers	08401
Granollers	08402
Granollers	08403
Granollers	08404
VALLDORIOLF	08410
BIGUES	08415
RIELLS DEL FAI	08416
BARRIADA NOVA	08420
ROCA DEL VALLES, LA	08430
CARDEDEU	08440
CANOVES	08445
COLLSABADELL	08450
CANADA PARK (VALLGORGUINA)	08455
SANT PERE DE VILAMAJOR	08458
SANT ANTONI DE VILAMAJOR	08459
COSTA DEL MONTSENY, LA	08460
SANT ESTEVE DE PALAUTORDERA	08461
CAMPINS	08470
GUALBA	08474
BATLLORIA, LA	08476
AMETLLA DEL VALLES, L'	08480
TORDERA	08490
FOGARS DE LA SELVA	08495
VIC	08500
GURB	08503
SANT JULIA DE VILATORTA	08504
MUNTANYOLA	08505
CALLDETENES	08506
SANTA EUGENIA DE BERGA	08507
CAN BONDIA	08508
COLONIA LACAMBRA, LA	08509
MASIES DE RODA, LES	08510
SANTA MARIA DE CORCO	08511
SANT HIPOLIT DE VOLTREGA	08512
PRATS DE LLUÇANES	08513
LLUÇA	08514
SANT MARTI D'ALBARS	08515
OLOST	08516
GUARDIA, LA	08517
ORISTA	08518
FOLGUEROLES	08519
CORRO D'AMUNT	08520
BELLAVISTA	08521
GARRIGA, LA	08530
CENTELLES	08540
HOSTALETS DE BALENYA, ELS	08550
TONA	08551
GURRI, EL	08552
BRULL, EL	08553
SANT MIQUEL DE BALENYA-SEVA	08554
MANLLEU	08560
CANTONIGROS	08569
TORELLO	08570
BORGONYA	08571
SANT ANDREU DE LA VOLA	08572
MAMBLA, LA	08573
SANT QUIRZE DE BESORA	08580
SANTA MARIA DE BESORA	08584
FARGA DE BEBIE, LA	08585
SANT AGUSTI DE LLUÇANES	08586
ALPENS	08587
SORA	08588
PERAFITA	08589
FIGARO	08590
AIGUAFREDA	08591
ABELLA, L'	08592
TAGAMANENT	08593
BERGA	08600
AVIA	08610
OLVAN	08611
MONTMAJOR	08612
VILADA	08613
ESPUNYOLA, L'	08614
BORREDA	08619
SANT VICENÇ DELS HORTS	08620
TORRELLES DE LLOBREGAT	08629
ABRERA	08630
SANT ESTEVE SESROVIRES	08635
OLESA DE MONTSERRAT	08640
BOTJOSA, LA	08650
BALSARENY	08660
NAVAS	08670
CASTELLADRAL	08671
AMETLLA DE MEROLA, L'	08672
VIVER I SERRATEIX	08673
SANT JOAN DE MONTDARN	08679
BASSACS, ELS	08680
SANTA COLOMA DE CERVELLO	08690
MONISTROL DE MONTSERRAT	08691
CAN MARÇAL	08692
CASSERRES	08693
GUARDIOLA DE BERGUEDA	08694
BAGA	08695
CASTELLAR DE N'HUG	08696
SALDES	08697
CERCS	08698
COLONIA ROSAL, LA	08699
IGUALADA	08700
SANTA MARGARIDA DE MONTBUI A-ANTIGUO	08710
ESPELT, L'	08711
SANT MARTI DE TOUS	08712
ARGENÇOLA	08717
CABRERA D'IGUALADA	08718
CASTELLOLI	08719
MOLI D'EN ROVIRA, EL	08720
CASETES, LES (CASTELLET I LA GORNAL)	08729
CAL RUBIO	08730
BLEDA, LA	08731
CASES NOVES DE CAL MARQUES, LES	08732
BONAVISTA	08733
ARBOÇAR, L'	08734
BELLVER	08735
ALZINAR, L'	08736
TORRELLES DE FOIX	08737
PONTONS	08738
CAN BOSC	08739
SANT ANDREU DE LA BARCA	08740
MOLINS DE REI	08750
FONTPINEDA, URBANITZACIO	08753
PAPIOL, EL	08754
CASTELLBISBAL	08755
PALMA, LA	08756
CORBERA DE BAIX	08757
CERVELLO	08758
VALLIRANA	08759
MARTORELL	08760
COSTABLANCA (CASTELLBISBAL), URBANITZACIO	08761
CASTELLVI DE ROSANES	08769
CAN BENET DE LA PRUA	08770
CASES NOVES DE CAL PARDO, LES	08773
CARRER DE CAL ROSSELL, EL	08775
SANT PERE DE RIUDEBITLLES	08776
SANT QUINTI DE MEDIONA	08777
LLACUNA, LA	08779
PALLEJA	08780
HOSTALETS DE PIEROLA, ELS	08781
BEGUDA ALTA, LA	08782
MASQUEFA	08783
BADORC, EL	08784
VALLBONA D'ANOIA	08785
CAPELLADES	08786
CAN BOU	08787
VILANOVA DEL CAMI	08788
TORRE BAIXA, LA	08789
GELIDA	08790
SANT LLORENÇ D'HORTONS	08791
GRANADA, LA	08792
AVINYONET DEL PENEDES	08793
CABANYES, LES	08794
OLESA DE BONESVALLS	08795
PACS DEL PENEDES	08796
PUIGDALBER	08797
SANT CUGAT SESGARRIGUES	08798
SANT PERE MOLANTA	08799
VILANOVA I LA GELTRU	08800
PUIGMOLTO	08810
CANYELLES	08811
MAS D'EN SERRA, EL	08812
OLIVELLA	08818
AEROPORT DEL PRAT, EL	08820
SANT BOI DE LLOBREGAT	08830
VILADECANS	08840
SANT CLIMENT DE LLOBREGAT	08849
GAVA	08850
BEGUES	08859
BOTIGUES DE SITGES, LES (SITGES)	08860
SITGES	08870
GARRAF	08871
VALLCARCA	08872
PARC DE CUBELLES	08880
Hospitalet de Llobregat,l'	08900
Hospitalet de Llobregat,l'	08901
Hospitalet de Llobregat,l'	08902
Hospitalet de Llobregat,l'	08903
Hospitalet de Llobregat,l'	08904
Hospitalet de Llobregat,l'	08905
Hospitalet de Llobregat,l'	08906
Hospitalet de Llobregat,l'	08907
Hospitalet de Llobregat,l'	08908
Badalona	08910
Badalona	08911
Badalona	08912
Badalona	08913
Badalona	08914
Badalona	08915
Badalona	08916
Badalona	08917
Badalona	08918
Santa Coloma de Gramanet	08920
Santa Coloma de Gramanet	08921
Santa Coloma de Gramanet	08922
Santa Coloma de Gramanet	08923
Santa Coloma de Gramanet	08924
SANT ADRIA DE BESOS	08930
CORNELLA DE LLOBREGAT	08940
ESPLUGUES DE LLOBREGAT	08950
SANT JUST DESVERN	08960
SANT JOAN DESPI	08970
SANT FELIU DE LLOBREGAT	08980
09	09001
09	09002
09	09003
09	09004
09	09005
09	09006
09	09007
09	09070
09	09071
09	09080
MELGAR DE FERNAMENTAL	09100
ARENILLAS DE RIOPISUERGA	09107
CASTRILLO DE RIO PISUERGA	09108
CASTRILLO DE MURCIA	09109
CASTROJERIZ	09110
BALBASES, LOS	09119
VILLADIEGO	09120
CITORES DEL PARAMO	09123
BARRIOS DE VILLADIEGO	09124
BOADA DE VILLADIEGO	09125
BARRIO PANIZARES	09126
ARCELLARES DEL TOZO	09127
GRIJALBA	09128
ACEDILLO	09129
ISAR	09130
ARROYAL DE VIVAR	09131
ARENILLAS DE VILLADIEGO	09133
BARRIO DE SAN FECILES	09135
AMAYA	09136
BREZOS, LOS, DE SERVICIO, ESTACION	09139
CELADILLA SOTOBRIN	09140
ABAJAS DE BUREBA	09141
GREDILLA DE SEDANO	09142
BAÑUELOS DE RUDRON	09143
LORILLA	09144
AYOLUENGO DE LA LORA	09145
AILANES DE ZAMANZAS	09146
CELADAS, LAS	09150
NUEZ DE ABAJO, LA	09159
VENTA EL CHOPILLO	09190
CABORREDONDO	09191
CARDEÑUELA RIOPICO	09192
CARCEDO DE BURGOS	09193
AUSINES, LOS	09194
ARCOS DE LA LLANA	09195
CENTRAL DE IBERDUERO	09196
QUINTANADUEÑAS	09197
BRIEVA DE JUARROS	09198
AGES	09199
AZUCARERA LEOPOLDO	09200
CORMENZANA	09210
ALDEA DEL PORTILLO DE BUSTO, LA	09211
BARCINA DEL BARCO	09212
BASCUÑUELOS	09213
PORTILLA	09214
AÑASTRO	09215
AGUILLO	09216
ARAICO	09217
ARCE	09218
ALTABLE	09219
PAMPLIEGA	09220
BARRIO DE MUÑO	09226
CASTELLANOS DE CASTRO	09227
CIADONCHA	09228
ENCARNACION, LA	09229
BUNIEL	09230
PRESILLAS	09233
ALBILLOS	09239
BRIVIESCA	09240
BUSTO DE BUREBA	09244
BERZOSA DE BUREBA	09245
BARRIOS DE BUREBA	09246
BUEZO	09247
BAÑUELOS DE BUREBA	09248
AGUILAR DE BUREBA	09249
BELORADO	09250
VILLAFRANCA MONTES DE OCA	09257
ALCOCERO DE MOLA	09258
BASCUÑANA	09259
PRADOLUENGO	09260
AVELLANOSA DE RIOJA	09267
ESPINOSA DEL MONTE	09268
VILLAMUDRIA	09269
CEREZO DE RIO TIRON	09270
QUINTANILLA SAN GARCIA	09271
FRESNO DE RIO TIRON	09272
CASCAJARES DE BUREBA	09280
AZUELA, LA	09285
FRESNO DE RODILLA	09290
ARRAYA DE OCA	09292
BUGEDO, MONASTERIO	09293
BUIGUETA	09294
ROA DE DUERO	09300
TORRESANDINO	09310
HORRA, LA	09311
ANGUIX	09312
BOADA DE ROA	09314
CUEVA DE ROA, LA	09315
BERLANGAS DE ROA	09316
MAMBRILLA DE CASTREJON	09317
FUENTELISENDO	09318
COGOLLOS	09320
ENCINILLA	09330
CRISTO DE VILLAHIZAN	09339
LERMA	09340
RUYALES DEL AGUA	09341
HONTORIA DE RIO FRANCO	09342
VILLAHOZ	09343
ROYUELA DE RIOFRANCO	09344
AVELLANOSA DE MUÑO	09345
COVARRUBIAS	09346
BASCONES DEL AGUA	09347
BARRIOSUSO DEL VAL	09348
CILLERUELO DE ABAJO	09349
BAHABON DE ESGUEVA	09350
MONTE DE VALDEGABON	09360
AGUILERA, LA	09370
MADRIGALEJO DEL MONTE	09390
CASTRILLO DE LA VEGA	09391
ARANDA DE DUERO	09400
ARANDILLA	09410
HUERTA DE REY	09430
SOTILLO DE LA RIBERA	09441
GUMIEL DEL MERCADO	09443
BAÑOS DE VALDEARADOS	09450
ARAUZO DE MIEL	09451
PLUMAREJOS	09452
SANTA MARIA MERCADILLO	09453
HINOJAR DEL REY	09454
MILAGROS	09460
FUENTENEBRO	09461
ADRADA DE HAZA	09462
FUENTELCESPED	09471
BRAZACORTA	09490
FRESNILLO DE LAS DUEÑAS	09491
QUINTANILLA DE RICUERDA	09492
CAMPILLO DE ARANDA	09493
MEDINA DE POMAR	09500
BARO	09510
AOSTRI	09511
CASTRICCIONES	09512
MEDIANABELLA	09513
ANGOSTO	09514
AEL	09515
OÑA	09530
TARTALES DE CILLA	09540
ARROYUELO	09549
VILLARCAYO	09550
CUBILLO DE BUTRON	09551
BARRIOSUSO	09553
ALDEA, LA	09554
CAMPO	09555
CASILLAS	09556
BRIZUELA	09557
ARGES	09558
ALMIÑE, EL	09559
ESPINOSA DE LOS MONTEROS	09560
BARCENAS DE ESPINOSA	09566
BARCENILLAS DE CEREZO	09567
BEDON	09568
AGUERA DE MONTIJA	09569
ARIJA	09570
ALFOZ DE SANTA GADEA	09571
ALFOZ DE BRICIA	09572
BUSNELA	09573
CIDAD DE VALDEPORRES	09574
SOTOSCUEVA	09575
VILLASANA DE MENA	09580
ANTUÑANO	09585
ABADIA LA MENA	09586
ARCEO	09587
ANGOSTINA	09588
ANZO	09589
CELADA DE LA TORRE	09591
ARCONADA	09592
AGUAS CANDIDAS	09593
VALMAYOR DE CUESTA URRIA	09594
SALAS DE LOS INFANTES	09600
BRIONGOS DE CERVERA	09610
CARAZO	09611
CABEZON DE LA SIERRA	09612
BARBADILLO DEL MERCADO	09613
BARBADILLO DEL PEZ	09614
ARROYO DE SALAS	09615
COJOBAR	09620
ACEÑA DE LARA, LA	09640
CAMPOLARA	09650
LARA DE LOS INFANTES	09651
ALDEA DEL PINAR	09660
QUINTANAR DE LA SIERRA	09670
NEILA	09679
PALACIOS DE LA SIERRA	09680
VILVIESTRE DEL PINAR	09690
CASTRILLO DE LA REINA	09691
CANICOSA DE LA SIERRA	09692
REGUMIEL DE LA SIERRA	09693
Caceres	10001
Caceres	10002
Caceres	10003
Caceres	10004
Caceres	10005
Caceres	10070
Caceres	10071
Caceres	10080
MIAJADAS	10100
ALONSO DE OJEDA	10109
MADRIGALEJO	10110
LOGROSAN	10120
BERZOCANA	10129
ZORITA	10130
VALDEMORALES	10131
ALMOHARIN	10132
ESCURIAL	10133
CAMPO LUGAR	10134
ALCOLLARIN	10135
CAÑAMERO	10136
ALIA	10137
GUADALUPE	10140
CENTRO MILITAR SANTA ANA	10150
ALCUESCAR	10160
ARROYOMOLINOS	10161
CASAS DE DON ANTONIO	10162
ALDEA DEL CANO	10163
VALDESALOR	10164
MONTANCHEZ	10170
VALDEFUENTES	10180
SIERRA DE FUENTES	10181
TORREORGAZ	10182
TORREQUEMADA	10183
TORREMOCHA	10184
BENQUERENCIA	10185
TORRE DE SANTA MARIA	10186
ALBALA DEL CAUDILLO	10187
RUANES	10189
CASAR DE CACERES	10190
SANTIAGO DEL CAMPO	10191
HINOJAL	10192
TALAVAN	10193
MONROY	10194
ALDEA MORET	10195
SANTA MARTA DE MAGASCA	10198
RINCON DE BALLESTEROS	10199
TRUJILLO	10200
MADROÑERA	10210
HERGUIJUELA	10230
CONQUISTA DE LA SIERRA	10240
GARCIAZ	10250
ALDEACENTENERA	10251
TORRECILLA DE LA TIESA	10252
SANTA CRUZ DE LA SIERRA	10260
PUERTO DE SANTA CRUZ	10261
ABERTURA	10262
VILLAMESIAS	10263
ROBLEDILLO DE TRUJILLO	10269
CUMBRE, LA	10270
PLASENZUELA	10271
IBAHERNANDO	10280
HUERTAS DE ANIMAS	10290
ALDEA DEL OBISPO, LA	10291
BELEN	10292
NAVALMORAL DE LA MATA	10300
TALAYUELA	10310
VEGAS DE MESILLAS	10317
BARQUILLA DE PINARES	10318
CENTENILLO, EL	10319
BOHONAL DE IBOR	10320
FRESNEDOSO DE IBOR	10328
CAMPILLO DE DELEITOSA	10329
VILLAR DEL PEDROSO	10330
CARRASCALEJO	10331
VALDELACASA DE TAJO	10332
GARVIN	10333
PERALEDA DE SAN ROMAN	10334
PERALEDA DE LA MATA	10335
CASTAÑAR DE IBOR	10340
NAVALVILLAR DE IBOR	10341
ALMARAZ	10350
HIGUERA	10359
CASAS DE MIRAVETE	10360
DELEITOSA	10370
ROBLEDOLLANO	10371
RETAMOSA	10372
CABAÑAS DEL CASTILLO	10373
NAVEZUELAS	10374
JARAICEJO	10380
SAUCEDILLA	10390
ROSALEJO	10391
BERROCALEJO	10392
VALDEHUNCAR	10393
BELVIS DE MONROY	10394
CENTRAL NUCLEAR DE ALMARAZ	10396
JARAIZ DE LA VERA	10400
ARROYOMOLINOS DE LA VERA	10410
PASARON DE LA VERA	10411
GARGANTA LA OLLA	10412
TORREMENGA	10413
COLLADO	10414
TEJEDA	10420
CUACOS DE YUSTE	10430
ALDEANUEVA DE LA VERA	10440
JARANDILLA	10450
GUIJO DE SANTA BARBARA	10459
LOSAR DE LA VERA	10460
VILLANUEVA DE LA VERA	10470
MADRIGAL DE LA VERA	10480
VALVERDE DE LA VERA	10490
TALAVERUELA	10491
VIANDAR DE LA VERA	10492
ROBLEDILLO DE LA VERA	10493
VALENCIA DE ALCANTARA	10500
SANTIAGO DE ALCANTARA	10510
CARBAJO	10511
HERRERA DE ALCANTARA	10512
CEDILLO	10513
HUERTAS DE CANSA, LAS	10514
ACEÑA LA BORREGA	10515
FONTAÑERA, LA	10516
LANCHUELAS, LAS	10519
CASATEJADA	10520
SERREJON	10528
MAJADAS	10529
SERRADILLA	10530
MIRABEL	10540
ALISEDA	10550
HERRERUELA	10560
SALORINO	10570
MEMBRIO	10580
MONFRAGUE	10590
BAZAGONA, LA	10591
CASAS DE MILLAN	10592
PLASENCIA	10600
CABEZUELA DEL VALLE	10610
TORNAVACAS	10611
JERTE	10612
NAVACONCEJO	10613
VALDASTILLAS	10614
PIORNAL	10615
CABRERO	10616
REBOLLAR	10617
CAMINOMORISCO	10620
ARROLOBOS	10623
MESTAS, LAS	10624
CABEZO	10625
NUÑOMORAL	10626
CEREZAL	10627
ASEGUR	10628
CAMBRON	10629
PEDRO MUÑOZ	10630
ALDEHUELA	10638
OVEJUELA	10639
CASAR DE PALOMERO	10640
AZABAL	10649
AHIGAL	10650
BRONCO, EL	10660
SANTA CRUZ DE PANIAGUA	10661
MARCHAGAZ	10662
CEREZO	10663
MOHEDAS DE GRANADILLA	10664
GUIJO DE GRANADILLA	10665
ACEITUNA	10666
OLIVA DE PLASENCIA	10667
CARCABOSO	10670
ALDEHUELA DE JERTE	10671
VALDEOBISPO	10672
MALPARTIDA DE PLASENCIA	10680
ALAGON	10690
GALISTEO	10691
BATAN, EL	10692
RIOLOBOS	10693
SALTO DE TORREJON	10694
VILLARREAL DE SAN CARLOS	10695
BARRADO	10696
HAZA DE LA CONCEPCION	10697
HERVAS	10700
ZARZA DE GRANADILLA	10710
GRANJA, LA	10711
PANTANO DE GABRIEL Y GALAN	10712
VILLAR DE PLASENCIA	10720
JARILLA	10728
CABEZABELLOSA	10729
CASAS DEL MONTE	10730
SEGURA DE TORO	10739
ALDEANUEVA DEL CAMINO	10740
ABADIA	10748
GARGANTILLA	10749
BAÑOS DE MONTEMAYOR	10750
GARGANTA, LA	10759
CORIA	10800
ATALAYA	10810
MORCILLO	10811
VILLANUEVA DE LA SIERRA	10812
POZUELO DE ZARZON	10813
VILLA DEL CAMPO	10814
GUIJO DE CORIA	10815
GUIJO DE GALISTEO	10816
CALZADILLA	10817
CASAS DE DON GOMEZ	10818
CAÑAVERAL	10820
PORTEZUELO	10828
GRIMALDO	10829
TORREJONCILLO	10830
VALDENCIN	10839
MORALEJA	10840
VEGAVIANA	10848
HUELAGA	10849
HOYOS	10850
ACEBO	10857
VILLASBUENAS DE GATA	10858
SANTIBAÑEZ EL ALTO	10859
GATA	10860
TORRE DE DON MIGUEL	10864
CADALSO	10865
DESCARGAMARIA	10866
ROBLEDILLO DE GATA	10867
HERNAN PEREZ	10868
TORRECILLA DE LOS ANGELES	10869
CECLAVIN	10870
ACEHUCHE	10879
ZARZA LA MAYOR	10880
CACHORRILLA	10881
PESCUEZA	10882
PORTAJE	10883
VALVERDE DEL FRESNO	10890
ELJAS	10891
SAN MARTIN DE TREVEJO	10892
VILLAMIEL	10893
TREVEJO	10894
CILLEROS	10895
PERALES DEL PUERTO	10896
ARROYO DE LA LUZ	10900
MALPARTIDA DE CACERES	10910
NAVAS DEL MADROÑO	10930
GARROVILLAS DE ALCONETAR	10940
BROZAS	10950
VILLA DEL REY	10960
MATA DE ALCANTARA	10970
ALCANTARA	10980
ESTORNINOS	10990
PIEDRAS ALBAS	10991
Cadiz	11001
Cadiz	11002
Cadiz	11003
Cadiz	11004
Cadiz	11005
Cadiz	11006
Cadiz	11007
Cadiz	11008
Cadiz	11009
Cadiz	11010
Cadiz	11011
Cadiz	11012
Cadiz	11070
Cadiz	11071
Cadiz	11080
POLIGONO TRES CAMINOS (SAN FERNANDO)	11100
SAN FERNANDO NAVAL	11110
CAMPO SOTO	11120
CAMPANO	11130
BARTIVAS	11138
BARROSA, LA	11139
CONIL DE LA FRONTERA	11140
BARRIO NUEVO	11149
CAÑAL, EL	11150
BARCA DE VEJER, LA	11158
CAÑOS DE MECA, LOS	11159
BARBATE	11160
ALBUREJOS, LOS	11170
PATERNA DE RIVERA	11178
BADALEJOS, LOS	11179
ALCALA DE LOS GAZULES	11180
BENALUP-CASAS VIEJAS	11190
Algeciras	11200
Algeciras	11201
Algeciras	11202
Algeciras	11203
Algeciras	11204
Algeciras	11205
Algeciras	11206
Algeciras	11207
Algeciras	11270
Algeciras	11271
Algeciras	11280
LINEA DE LA CONCEPCION, LA	11300
SOTOGRANDE	11310
GUADIARO	11311
SAN ENRIQUE DE GUADIARO	11312
PUENTE MAYORGA	11313
CAMPAMENTO	11314
RESIDENCIA 'EL BURGO'	11315
SAN PABLO DE BUCEITE	11320
JIMENA DE LA FRONTERA	11330
ALDEFILLA	11339
SAMBANA	11340
CASTELLAR DE LA FRONTERA, ESTACION	11349
CASTELLAR DE LA FRONTERA	11350
ALMORAIMA	11351
SAN ROQUE	11360
SAN ROQUE, FERREA DE, ESTACION	11368
CARTEYA	11369
BARRIOS, LOS	11370
ALAMOS, LOS, URBANIZACION	11379
CAÑADA DE LA JARA	11380
BUGEO, EL	11390
ALAMILLO, EL	11391
TAHIVILLA	11392
ALMARCHAL, EL	11393
ABIERTAS, LAS	11400
Jerez de la Frontera	11401
Jerez de la Frontera	11402
Jerez de la Frontera	11403
Jerez de la Frontera	11404
Jerez de la Frontera	11405
Jerez de la Frontera	11406
Jerez de la Frontera	11407
Jerez de la Frontera	11408
Jerez de la Frontera	11470
Jerez de la Frontera	11471
Jerez de la Frontera	11480
AGUILA, DEL, CAMINO	11500
BARRIADA DE MATAGORDA	11510
BARRIO DE JARANA	11518
CONSORCIO BAHIA DE CADIZ	11519
BERCIAL, EL	11520
ROTA NAVAL	11530
BONANZA	11540
ALGAIDA, LA	11549
CHIPIONA	11550
TREBUJENA	11560
BARCA DE LA FLORIDA, LA	11570
JOSE ANTONIO	11579
SAN JOSE DEL VALLE	11580
VENTA SAN MIGUEL	11589
MESAS DE ASTA	11590
GUADALCACIN	11591
MESAS DE SANTIAGO	11592
CUARTILLO DE LA PAZ	11593
SAN ISIDRO DE GUADALETE	11594
INA, LA	11595
CASA GRANDE	11596
CAMINO DE ESPERA	11597
UBRIQUE	11600
CAMPOBUCHE	11610
VILLALUENGA DEL ROSARIO	11611
BENAOCAZ	11612
DRAGO, EL	11620
ABRAJANEJO	11630
INDUSTRIA QUIMICAS URUMEA	11638
ALGAR	11639
BORNOS	11640
ESPERA	11648
COTO DE BORNOS	11649
CIERVA, LA	11650
POZO AMARGO	11659
PRADO DEL REY	11660
BOSQUE, EL	11670
BENAMAHOMA	11679
ALGODONALES	11680
ARROYO-MOLINO	11687
ARROYOMOLINOS	11688
MUELA DE ALGODONALES, LA	11689
OLVERA	11690
TORRE ALHAQUIME	11691
SETENIL DE LAS BODEGAS	11692
ALCALA DEL VALLE	11693
Castelló de la Plana/Castellón de la Plana	12001
Castelló de la Plana/Castellón de la Plana	12002
Castelló de la Plana/Castellón de la Plana	12003
Castelló de la Plana/Castellón de la Plana	12004
Castelló de la Plana/Castellón de la Plana	12005
Castelló de la Plana/Castellón de la Plana	12006
Castelló de la Plana/Castellón de la Plana	12070
